cpu_name;cores;cpu_mark;thread_mark;tdp;socket;category
[Dual CPU] Intel Xeon Platinum 8168 @ 2.70GHz;24;55063;2132;205;FCLGA3647;Server
Intel Xeon Platinum 8171M @ 2.60GHz;26;30632;2222;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8171M @ 2.60GHz;26;57780;2109;165;FCLGA3647;Server
Intel Xeon Platinum 8173M @ 2.00GHz;28;31837;2143;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8173M @ 2.00GHz;28;53814;1983;165;FCLGA3647;Server
Intel Xeon Platinum 8175M @ 2.50GHz;24;26659;1903;-1;FCLGA3647;Server
Intel Xeon Platinum 8176 @ 2.10GHz;28;23179;2048;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8176 @ 2.10GHz;28;53608;2025;165;FCLGA3647;Server
Intel Xeon Platinum 8180 @ 2.50GHz;28;38259;2142;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8180 @ 2.50GHz;28;59385;2133;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8180M @ 2.50GHz;28;47880;2178;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8252C @ 3.80GHz;12;48676;2683;-1;Unknown;Server
[Dual CPU] Intel Xeon Platinum 8253 @ 2.20GHz;16;30507;1754;125;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8256 @ 3.80GHz;4;16787;2336;105;FCLGA3647;Server
Intel Xeon Platinum 8259CL @ 2.50GHz;24;31142;1955;210;LGA 3647;Server
[Dual CPU] Intel Xeon Platinum 8259CL @ 2.50GHz;24;54849;2042;210;LGA 3647;Server
Intel Xeon Platinum 8260 @ 2.40GHz;24;29360;2374;165;FCLGA3647;Server
[Quad CPU] Intel Xeon Platinum 8260 @ 2.40GHz;24;83793;2297;165;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8260 @ 2.40GHz;24;52066;2065;165;FCLGA3647;Server
Intel Xeon Platinum 8260M @ 2.30GHz;24;33970;2315;165;LGA3647;Server
[Dual CPU] Intel Xeon Platinum 8260M @ 2.30GHz;24;55297;2472;165;LGA3647;Server
Intel Xeon Platinum 8268 @ 2.90GHz;24;31632;2287;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8268 @ 2.90GHz;24;62130;2347;205;FCLGA3647;Server
Intel Xeon Platinum 8270 @ 2.70GHz;26;29986;2325;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8270CL @ 2.70GHz;26;52386;2382;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8273CL @ 2.20GHz;28;50348;2144;165;FCLGA3647;Server
Intel Xeon Platinum 8275CL @ 3.00GHz;24;40794;2386;-1;Unknown;Server
[Dual CPU] Intel Xeon Platinum 8275CL @ 3.00GHz;24;66812;2375;-1;Unknown;Server
[Dual CPU] Intel Xeon Platinum 8276L @ 2.20GHz;28;60188;2427;-1;Unknown;Server
Intel Xeon Platinum 8280 @ 2.70GHz;28;32781;2029;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8280 @ 2.70GHz;28;64291;2356;205;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum 8338C @ 2.60GHz;32;81817;2439;250;FCLGA4189;Server
Intel Xeon Platinum 8347C @ 2.10GHz;36;49386;2445;210;LGA4189;Server
[Dual CPU] Intel Xeon Platinum 8352Y @ 2.20GHz;32;68643;1913;205;FCLGA4189;Server
Intel Xeon Platinum 8358 @ 2.60GHz;32;54416;2382;250;FCLGA4189;Server
[Dual CPU] Intel Xeon Platinum 8358 @ 2.60GHz;32;82802;2346;250;FCLGA4189;Server
[Dual CPU] Intel Xeon Platinum 8358P @ 2.60GHz;32;82707;2420;240;FCLGA4189;Server
Intel Xeon Platinum 8360Y @ 2.40GHz;36;54078;2489;250;FCLGA4189;Server
[Dual CPU] Intel Xeon Platinum 8368 @ 2.40GHz;38;88038;2345;270;FCLGA4189;Server
Intel Xeon Platinum 8375C @ 2.90GHz;32;55705;2479;300;FCLGA4189;Server
[Dual CPU] Intel Xeon Platinum 8375C @ 2.90GHz;32;85892;2470;300;FCLGA4189;Server
Intel Xeon Platinum 8380 @ 2.30GHz;40;62318;2385;270;FCLGA4189;Server
[Dual CPU] Intel Xeon Platinum 8380 @ 2.30GHz;40;91257;2400;270;FCLGA4189;Server
Intel Xeon Platinum 8461V;48;74982;2855;300;FCLGA4677;Server
[Dual CPU] Intel Xeon Platinum 8462Y+;32;111884;3085;300;FCLGA4677;Server
Intel Xeon Platinum 8470 @2.00GHz;52;89850;3153;350;FCLGA4677;Server
[Dual CPU] Intel Xeon Platinum 8479 @2.00GHz;28;24087;2453;350;FCLGA4677;Server
[Dual CPU] Intel Xeon Platinum 8480+;56;131668;3164;350;FCLGA4677;Server
Intel Xeon Platinum 8481C @ 2.70GHz;4;11681;2479;350;Unknown;Server
[Dual CPU] Intel Xeon Platinum 8488C;48;127207;3096;385;Unknown;Server
Intel Xeon Platinum P-8124 @ 3.00GHz;18;22674;2059;240;FCLGA3647;Server
[Dual CPU] Intel Xeon Platinum P-8124 @ 3.00GHz;18;43913;2096;240;FCLGA3647;Server
Intel Xeon Silver 4108 @ 1.80GHz;8;8816;1488;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4108 @ 1.80GHz;8;15718;1630;85;FCLGA3647;Server
Intel Xeon Silver 4109T @ 2.00GHz;8;10348;1445;70;FCLGA3647;Server
Intel Xeon Silver 4110 @ 2.10GHz;8;10165;1590;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4110 @ 2.10GHz;8;16950;1650;85;FCLGA3647;Server
Intel Xeon Silver 4112 @ 2.60GHz;4;6446;1707;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4112 @ 2.60GHz;4;12390;1762;85;FCLGA3647;Server
Intel Xeon Silver 4114 @ 2.20GHz;10;13127;1710;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4114 @ 2.20GHz;10;21424;1660;85;FCLGA3647;Server
Intel Xeon Silver 4116 @ 2.10GHz;12;15065;1630;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4116 @ 2.10GHz;12;24330;1635;85;FCLGA3647;Server
Intel Xeon Silver 4116T @ 2.10GHz;12;15187;1781;85;FCLGA3647;Server
Intel Xeon Silver 4123 @ 3.00GHz;8;14405;1967;105;Unknown;Server
Intel Xeon Silver 4208 @ 2.10GHz;8;11384;1785;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4208 @ 2.10GHz;8;19463;1802;85;FCLGA3647;Server
Intel Xeon Silver 4209T @ 2.20GHz;8;11080;1693;70;FCLGA3647;Server
Intel Xeon Silver 4210 @ 2.20GHz;10;13407;1708;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4210 @ 2.20GHz;10;23671;1808;85;FCLGA3647;Server
Intel Xeon Silver 4210R @ 2.40GHz;10;15075;1801;100;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4210R @ 2.40GHz;10;22527;1809;100;FCLGA3647;Server
Intel Xeon Silver 4214 @ 2.20GHz;12;16190;1769;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4214 @ 2.20GHz;12;26054;1786;85;FCLGA3647;Server
Intel Xeon Silver 4214R @ 2.40GHz;12;18342;1968;100;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4214R @ 2.40GHz;12;29230;1992;100;FCLGA3647;Server
Intel Xeon Silver 4214Y @ 2.20GHz;12;16442;1822;85;FCLGA3647;Server
Intel Xeon Silver 4215 @ 2.50GHz;8;14439;2060;85;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4215 @ 2.50GHz;8;22379;1810;85;FCLGA3647;Server
Intel Xeon Silver 4215R @ 3.20GHz;8;15140;2262;130;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4215R @ 3.20GHz;8;24102;1945;130;FCLGA3647;Server
Intel Xeon Silver 4216 @ 2.10GHz;16;20613;1807;100;FCLGA3647;Server
[Dual CPU] Intel Xeon Silver 4216 @ 2.10GHz;16;30184;1780;100;FCLGA3647;Server
Intel Xeon Silver 4309Y @ 2.80GHz;8;19100;2420;105;FCLGA4189;Server
[Dual CPU] Intel Xeon Silver 4309Y @ 2.80GHz;8;31783;2456;105;FCLGA4189;Server
Intel Xeon Silver 4310 @ 2.10GHz;12;22797;2214;120;FCLGA4189;Server
[Dual CPU] Intel Xeon Silver 4310 @ 2.10GHz;12;33582;1925;120;FCLGA4189;Server
Intel Xeon Silver 4310T @ 2.30GHz;10;20973;2288;105;FCLGA4189;Server
Intel Xeon Silver 4314 @ 2.40GHz;16;29346;2238;135;FCLGA4189;Server
[Dual CPU] Intel Xeon Silver 4314 @ 2.40GHz;16;46493;2209;135;FCLGA4189;Server
Intel Xeon Silver 4316 @ 2.30GHz;20;37264;2380;150;FCLGA4189;Server
[Dual CPU] Intel Xeon Silver 4316 @ 2.30GHz;20;53439;2112;150;FCLGA4189;Server
Intel Xeon Silver 4410T;10;28859;3094;150;FCLGA4677;Server
[Dual CPU] Intel Xeon Silver 4410T;10;49244;3067;150;FCLGA4677;Server
Intel Xeon Silver 4410Y;12;23554;2205;150;FCLGA4677;Server
[Dual CPU] Intel Xeon Silver 4410Y;12;49077;3147;150;FCLGA4677;Server
Intel Xeon Silver 4416+;20;45127;3222;165;FCLGA4677;Server
[Dual CPU] Intel Xeon Silver 4416+;20;61967;2422;165;FCLGA4677;Server
Intel Xeon W-10855M @ 2.80GHz;6;12848;2780;45;FCBGA1440;Laptop, Server
Intel Xeon W-10885M @ 2.40GHz;8;15711;2758;45;FCBGA1440;Laptop, Server
Intel Xeon W-11155MLE @ 1.80GHz;4;8502;1862;25;FCBGA1787;Mobile/Embedded
Intel Xeon W-11555MLE @ 1.90GHz;6;12591;2542;25;FCBGA1787;Server
Intel Xeon W-11555MRE @ 2.60GHz;6;17484;3201;45;FCBGA1787;Server, Mobile/Embedded
Intel Xeon W-11855M @ 3.20GHz;6;18268;3274;45;FCBGA1787;Laptop, Server
Intel Xeon W-11865MLE @ 1.50GHz;8;15958;2808;25;FCBGA1787;Server, Mobile/Embedded
Intel Xeon W-11865MRE @ 2.60GHz;8;23702;3310;45;FCBGA1787;Server, Mobile/Embedded
Intel Xeon W-11955M @ 2.60GHz;8;22742;3304;45;FCBGA1787;Laptop, Server
Intel Xeon W-1250 @ 3.30GHz;6;13679;2844;80;FCLGA1200;Server
Intel Xeon W-1250E @ 3.50GHz;6;12212;2588;80;FCLGA1200;Server
Intel Xeon W-1250P @ 4.10GHz;6;14440;2978;125;FCLGA1200;Desktop, Server
Intel Xeon W-1270 @ 3.40GHz;8;17641;3026;80;FCLGA1200;Server
Intel Xeon W-1270E @ 3.40GHz;8;18635;2990;80;FCLGA1200;Server, Mobile/Embedded
Intel Xeon W-1270P @ 3.80GHz;8;18553;3023;95;FCLGA1200;Server
Intel Xeon W-1270TE @ 2.00GHz;8;13553;2796;35;FCLGA1200;Server
Intel Xeon W-1290 @ 3.20GHz;10;20123;3091;80;FCLGA1200;Server
Intel Xeon W-1290E @ 3.50GHz;10;18786;2806;95;FCLGA1200;Server
Intel Xeon W-1290P @ 3.70GHz;10;22617;3183;125;FCLGA1200;Server
Intel Xeon W-1290T @ 1.90GHz;10;18409;2974;35;FCLGA1200;Server
Intel Xeon W-1350 @ 3.30GHz;6;19015;3494;80;FCLGA1200;Server
Intel Xeon W-1350P @ 4.00GHz;6;19797;3535;65;FCLGA1200;Server
Intel Xeon W-1370 @ 2.90GHz;8;23449;3475;80;FCLGA1200;Desktop, Server
Intel Xeon W-1370P @ 3.60GHz;8;24540;3527;125;FCLGA1200;Desktop, Server
Intel Xeon W-1390 @ 2.80GHz;8;23902;3414;80;FCLGA1200;Server
Intel Xeon W-1390P @ 3.50GHz;8;25451;3591;125;FCLGA1200;Desktop, Server
Intel Xeon W-2102 @ 2.90GHz;4;5074;1714;120;FCLGA2066;Server
Intel Xeon W-2104 @ 3.20GHz;4;5725;1851;120;FCLGA2066;Server
Intel Xeon W-2123 @ 3.60GHz;4;8502;2186;120;FCLGA2066;Server
Intel Xeon W-2125 @ 4.00GHz;4;9991;2562;120;FCLGA2066;Server
Intel Xeon W-2133 @ 3.60GHz;6;12649;2268;140;FCLGA2066;Server
Intel Xeon W-2135 @ 3.70GHz;6;14423;2611;140;FCLGA2066;Server
Intel Xeon W-2140B @ 3.20GHz;8;17287;2552;-1;FCLGA2066;Server
Intel Xeon W-2145 @ 3.70GHz;8;18192;2608;140;FCLGA2066;Server
Intel Xeon W-2150B @ 3.00GHz;10;20549;2687;-1;FCLGA2066;Server
Intel Xeon W-2155 @ 3.30GHz;10;21019;2604;140;FCLGA2066;Server
Intel Xeon W-2170B @ 2.50GHz;14;24132;2304;-1;FCLGA-2066;Server
Intel Xeon W-2175 @ 2.50GHz;14;23398;2469;140;FCLGA2066;Server
Intel Xeon W-2191B @ 2.30GHz;18;28803;2544;140;FCLGA2066;Server
Intel Xeon W-2195 @ 2.30GHz;18;27985;2445;140;FCLGA2066;Server
Intel Xeon W-2223 @ 3.60GHz;4;8585;2191;120;FCLGA2066;Server
Intel Xeon W-2225 @ 4.10GHz;4;10566;2659;105;FCLGA2066;Server
Intel Xeon W-2235 @ 3.80GHz;6;14378;2649;130;FCLGA2066;Server
Intel Xeon W-2245 @ 3.90GHz;8;19476;2740;155;FCLGA2066;Server
Intel Xeon W-2255 @ 3.70GHz;10;22317;2716;165;FCLGA2066;Desktop, Server
Intel Xeon W-2265 @ 3.50GHz;12;26045;2819;165;FCLGA2066;Server
Intel Xeon W-2275 @ 3.30GHz;14;27859;2743;165;FCLGA2066;Desktop
Intel Xeon W-2295 @ 3.00GHz;18;30673;2622;165;FCLGA2066;Server
Intel Xeon W-3175X @ 3.10GHz;28;37167;2148;255;FCLGA3647;Desktop
Intel Xeon W-3223 @ 3.50GHz;8;17204;2451;160;FCLGA3647;Server
Intel Xeon W-3235 @ 3.30GHz;12;25789;2643;180;FCLGA3647;Server
Intel Xeon W-3245 @ 3.20GHz;16;30505;2565;205;FCLGA3647;Server
Intel Xeon W-3245M @ 3.20GHz;16;26814;2571;205;FCLGA3647;Server
Intel Xeon W-3265 @ 2.70GHz;24;30105;2572;205;FCLGA3647;Server
Intel Xeon W-3265M @ 2.70GHz;24;32025;2669;205;FCLGA3647;Desktop, Server
Intel Xeon W-3275 @ 2.50GHz;28;41554;2718;205;FCLGA3647;Server
Intel Xeon W-3275M @ 2.50GHz;28;38622;2703;205;FCLGA3647;Server
Intel Xeon W-3323 @ 3.50GHz;12;25875;2617;220;FCLGA4189;Desktop, Server
Intel Xeon W-3335 @ 3.40GHz;16;39293;2673;250;FCLGA4189;Server
Intel Xeon W-3345 @ 3.00GHz;24;48261;2621;250;FCLGA4189;Server
Intel Xeon W-3365 @ 2.70GHz;32;59038;2625;270;FCLGA4189;Server
Intel Xeon W-3375 @ 2.50GHz;38;59069;2643;270;FCLGA4189;Server
Intel Xeon w3-2423;6;16264;2902;120;FCLGA4677;Server
Intel Xeon w3-2425;6;18284;3062;130;FCLGA4677;Server
Intel Xeon w3-2435;8;26946;3469;165;FCLGA4677;Server
Intel Xeon W3503 @ 2.40GHz;2;1116;1027;130;LGA1366;Server
Intel Xeon W3505 @ 2.53GHz;2;1161;1106;130;LGA1366;Server
Intel Xeon W3520 @ 2.67GHz;4;2934;1271;130;LGA1366;Server
Intel Xeon W3530 @ 2.80GHz;4;3062;1339;130;LGA1366;Server
Intel Xeon W3540 @ 2.93GHz;4;3070;1320;130;LGA1366;Server
Intel Xeon W3550 @ 3.07GHz;4;3225;1409;130;LGA1366;Server
Intel Xeon W3565 @ 3.20GHz;4;3364;1502;130;LGA1366;Server
Intel Xeon W3570 @ 3.20GHz;4;3185;1458;130;LGA1366;Server
Intel Xeon W3580 @ 3.33GHz;4;3609;1557;130;LGA1366;Server
Intel Xeon W3670 @ 3.20GHz;6;6426;1497;130;LGA1366;Server
Intel Xeon W3680 @ 3.33GHz;6;7004;1575;130;LGA1366;Server
Intel Xeon W3690 @ 3.47GHz;6;7237;1613;130;LGA1366;Server
Intel Xeon w5-2445;10;32354;3409;175;FCLGA4677;Server
Intel Xeon w5-2455X;12;37867;3553;200;FCLGA4677;Server
Intel Xeon w5-2465X;16;46270;3462;200;FCLGA4677;Server
Intel Xeon w5-3423;12;28666;2968;270;FCLGA4677;Server
Intel Xeon w5-3425;12;36404;3356;270;FCLGA4677;Server
Intel Xeon w5-3435X;16;46616;3462;324;FCLGA4677;Server
Intel Xeon W5580 @ 3.20GHz;4;3368;1499;130;LGA1366;Server
[Dual CPU] Intel Xeon W5580 @ 3.20GHz;4;6384;1485;130;LGA1366;Server
Intel Xeon W5590 @ 3.33GHz;4;3342;1564;130;LGA1366;Server
[Dual CPU] Intel Xeon W5590 @ 3.33GHz;4;6640;1612;130;LGA1366;Server
Intel Xeon w7-2475X;20;54097;3650;225;FCLGA4677;Server
Intel Xeon w7-2495X;24;59096;3595;225;FCLGA4677;Server
Intel Xeon w7-3445;20;41588;3011;270;FCLGA4677;Server
Intel Xeon w7-3465X;28;67041;3523;300;FCLGA4677;Server
Intel Xeon w9-3475X;36;66420;3609;300;FCLGA4677;Server
Intel Xeon w9-3495X;56;95164;3591;350;FCLGA4677;Server
Intel Xeon X3210 @ 2.13GHz;4;1293;816;105;LGA775;Server
Intel Xeon X3220 @ 2.40GHz;4;1945;964;105;LGA775;Server
Intel Xeon X3230 @ 2.66GHz;4;2052;1091;95;LGA775;Server
Intel Xeon X3320 @ 2.50GHz;4;1986;1097;95;LGA775;Server
Intel Xeon X3323 @ 2.50GHz;4;1837;1059;80;LGA775;Server
Intel Xeon X3330 @ 2.66GHz;4;2111;1152;95;LGA775;Server
Intel Xeon X3350 @ 2.66GHz;4;2263;1158;95;LGA775;Server
Intel Xeon X3353 @ 2.66GHz;4;2229;1173;80;LGA775;Server
Intel Xeon X3360 @ 2.83GHz;4;2392;1237;95;LGA775;Server
Intel Xeon X3363 @ 2.83GHz;4;2358;1240;80;LGA771;Server
Intel Xeon X3370 @ 3.00GHz;4;2465;1253;95;LGA775;Server
Intel Xeon X3380 @ 3.16GHz;4;2568;1357;95;LGA775;Server
Intel Xeon X3430 @ 2.40GHz;4;2296;1037;95;LGA1156;Server
Intel Xeon X3440 @ 2.53GHz;4;2761;1148;95;LGA1156;Server
Intel Xeon X3450 @ 2.67GHz;4;2864;1235;95;LGA1156;Server
Intel Xeon X3460 @ 2.80GHz;4;2962;1256;95;LGA1156;Server
Intel Xeon X3470 @ 2.93GHz;4;3256;1399;95;LGA1156;Server
Intel Xeon X3480 @ 3.07GHz;4;3273;1409;95;LGA1156;Server
Intel Xeon X5260 @ 3.33GHz;2;1238;1406;80;LGA771;Server
[Dual CPU] Intel Xeon X5260 @ 3.33GHz;2;2389;-1;80;LGA771;Server
Intel Xeon X5270 @ 3.50GHz;2;1524;1485;80;LGA771;Server
Intel Xeon X5272 @ 3.40GHz;2;1451;1411;80;LGA771;Server
Intel Xeon X5355 @ 2.66GHz;4;1979;1060;120;LGA771;Server
[Dual CPU] Intel Xeon X5355 @ 2.66GHz;4;3807;1054;120;LGA771;Server
Intel Xeon X5365 @ 3.00GHz;4;2331;1223;150;LGA771;Server
[Dual CPU] Intel Xeon X5365 @ 3.00GHz;4;4350;1215;150;LGA771;Server
Intel Xeon X5450 @ 3.00GHz;4;2394;1255;120;LGA771;Server
[Dual CPU] Intel Xeon X5450 @ 3.00GHz;4;4791;1291;120;LGA771;Server
Intel Xeon X5460 @ 3.16GHz;4;2584;1355;120;LGA771;Server
[Dual CPU] Intel Xeon X5460 @ 3.16GHz;4;4992;1353;120;LGA771;Server
Intel Xeon X5470 @ 3.33GHz;4;2921;1420;120;LGA771;Server
[Dual CPU] Intel Xeon X5470 @ 3.33GHz;4;5117;1422;120;LGA771;Server
Intel Xeon X5472 @ 3.00GHz;4;2197;1220;120;LGA771;Server
[Dual CPU] Intel Xeon X5472 @ 3.00GHz;4;4943;1333;120;LGA771;Server
Intel Xeon X5482 @ 3.20GHz;4;2755;1400;150;LGA771;Server
[Dual CPU] Intel Xeon X5482 @ 3.20GHz;4;5100;1406;150;LGA771;Server
Intel Xeon X5492 @ 3.40GHz;4;2912;1464;150;LGA771;Server
[Dual CPU] Intel Xeon X5492 @ 3.40GHz;4;5469;1467;150;LGA771;Server
Intel Xeon X5550 @ 2.67GHz;4;3009;1268;95;LGA1366;Server
[Dual CPU] Intel Xeon X5550 @ 2.67GHz;4;5601;1303;95;LGA1366;Server
Intel Xeon X5560 @ 2.80GHz;4;3124;1384;95;LGA1366;Server
[Dual CPU] Intel Xeon X5560 @ 2.80GHz;4;5774;1389;95;LGA1366;Server
Intel Xeon X5570 @ 2.93GHz;4;3263;1388;95;LGA1366;Server
[Dual CPU] Intel Xeon X5570 @ 2.93GHz;4;6220;1444;95;LGA1366;Server
Intel Xeon X5647 @ 2.93GHz;4;4441;1363;130;LGA1366;Server
[Dual CPU] Intel Xeon X5647 @ 2.93GHz;4;8369;1418;130;LGA1366;Server
Intel Xeon X5650 @ 2.67GHz;6;5725;1295;95;LGA1366;Server
[Dual CPU] Intel Xeon X5650 @ 2.67GHz;6;10148;1318;95;LGA1366;Server
Intel Xeon X5660 @ 2.80GHz;6;6005;1372;95;LGA1366;Server
[Dual CPU] Intel Xeon X5660 @ 2.80GHz;6;10514;1352;95;LGA1366;Server
Intel Xeon X5667 @ 3.07GHz;4;4649;1476;95;LGA1366;Server
[Dual CPU] Intel Xeon X5667 @ 3.07GHz;4;8511;1443;95;LGA1366;Server
Intel Xeon X5670 @ 2.93GHz;6;6089;1398;95;LGA1366;Server
[Dual CPU] Intel Xeon X5670 @ 2.93GHz;6;10897;1408;95;LGA1366;Server
Intel Xeon X5672 @ 3.20GHz;4;4994;1545;95;LGA1366;Server
[Dual CPU] Intel Xeon X5672 @ 3.20GHz;4;8825;1503;95;LGA1366;Server
Intel Xeon X5675 @ 3.07GHz;6;6432;1491;95;LGA1366;Server
[Dual CPU] Intel Xeon X5675 @ 3.07GHz;6;11651;1512;95;LGA1366;Server
Intel Xeon X5677 @ 3.47GHz;4;5003;1618;130;LGA1366;Server
[Dual CPU] Intel Xeon X5677 @ 3.47GHz;4;8971;1623;130;LGA1366;Server
Intel Xeon X5679 @ 3.20GHz;6;7095;1547;115;LGA1366;Server
[Dual CPU] Intel Xeon X5679 @ 3.20GHz;6;9431;1549;115;LGA1366;Server
Intel Xeon X5680 @ 3.33GHz;6;6843;1533;130;LGA1366;Server
[Dual CPU] Intel Xeon X5680 @ 3.33GHz;6;12457;1601;130;LGA1366;Server
Intel Xeon X5687 @ 3.60GHz;4;5309;1636;130;LGA1366;Server
[Dual CPU] Intel Xeon X5687 @ 3.60GHz;4;9383;1655;130;LGA1366;Server
Intel Xeon X5690 @ 3.47GHz;6;7030;1633;130;LGA1366;Server
[Dual CPU] Intel Xeon X5690 @ 3.47GHz;6;12899;1712;130;LGA1366;Server
Intel Xeon X5698 @ 4.40GHz;2;3447;1922;130;LGA1366;Server
Intel Xeon X6550 @ 2.00GHz;4;1936;390;130;LGA1567;Server
[Quad CPU] Intel Xeon X7350 @ 2.93GHz;4;7836;1186;130;604;Server
[Dual CPU] Intel Xeon X7460 @ 2.66GHz;6;4803;922;130;PGA604;Server
[Dual CPU] Intel Xeon X7550 @ 2.00GHz;8;7873;1067;130;LGA1567;Server
[Quad CPU] Intel Xeon X7560 @ 2.27GHz;8;16464;1148;130;LGA1567;Server
[Dual CPU] Intel Xeon X7560 @ 2.27GHz;8;8110;734;130;LGA1567;Server
JLQ JR510;8;1039;582;-1;Unknown;Mobile/Embedded
lisa based Qualcomm Technologies, Inc. SM7325;8;5456;1882;-1;Unknown;Mobile/Embedded
M7221;4;758;672;-1;Unknown;Mobile/Embedded
Manta;2;356;426;-1;Unknown;Mobile/Embedded
Mars based on Qualcomm Technologies, Inc SM8350;8;5230;1984;-1;Unknown;Mobile/Embedded
Mediatek Dimensity 7200-Pro (MT6886);8;4989;2011;-1;Unknown;Mobile/Embedded
Mediatek Dimensity 8200-Ultimate (MT6896);8;8046;2506;-1;Unknown;Mobile/Embedded
Mediatek Dimensity 9200 (MT6985);8;8269;2463;-1;Unknown;Mobile/Embedded
Mediatek DM700;8;4471;1566;-1;Unknown;Mobile/Embedded
MediaTek G99 Ultimate (MT6789);8;4319;1554;-1;Unknown;Mobile/Embedded
MediaTek Kompanio 520/528 (MT8186/MT8186T);8;3965;1456;4;Unknown;Mobile/Embedded
MediaTek MT6735;4;569;319;-1;Unknown;Mobile/Embedded
MediaTek MT6737;4;456;268;-1;Unknown;Mobile/Embedded
MediaTek MT6737M;4;427;214;-1;Unknown;Mobile/Embedded
MediaTek MT6737T;4;664;395;-1;Unknown;Mobile/Embedded
MediaTek MT6739WA;4;403;259;-1;Unknown;Mobile/Embedded
MediaTek MT6739WW;4;437;294;-1;Unknown;Mobile/Embedded
MediaTek MT6750;8;1040;371;-1;Unknown;Mobile/Embedded
MediaTek MT6750T;8;1187;468;-1;Unknown;Mobile/Embedded
MediaTek MT6750V/WT;8;1153;403;-1;Unknown;Mobile/Embedded
MediaTek MT6753;8;1018;337;-1;Unknown;Mobile/Embedded
MediaTek MT6753T;8;1149;416;-1;Unknown;Mobile/Embedded
MediaTek MT6757CD;8;1761;645;-1;Unknown;Mobile/Embedded
MediaTek MT6757V;8;1550;586;-1;Unknown;Mobile/Embedded
Mediatek MT6761;4;1092;552;-1;Unknown;Mobile/Embedded
Mediatek MT6761V/CAB;4;1056;554;-1;Unknown;Mobile/Embedded
MediaTek MT6761V/WBB;4;768;479;-1;Unknown;Mobile/Embedded
MediaTek MT6761V/WE;4;743;443;-1;Unknown;Mobile/Embedded
Mediatek MT6762;8;1813;550;-1;Unknown;Mobile/Embedded
MediaTek MT6762G;8;1213;490;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/CA;8;1225;441;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/CB;8;1584;523;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/CN;4;611;421;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/WA;8;1471;484;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/WB;8;1431;492;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/WD;8;1561;484;-1;Unknown;Mobile/Embedded
MediaTek MT6762V/WR;8;1559;529;-1;Unknown;Mobile/Embedded
MediaTek MT6763V/CE;8;2130;1104;-1;Unknown;Mobile/Embedded
MediaTek MT6763V/V;8;1569;547;-1;Unknown;Mobile/Embedded
Mediatek MT6765;8;1972;638;-1;Unknown;Mobile/Embedded
MediaTek MT6765G;8;1623;556;-1;Unknown;Mobile/Embedded
Mediatek MT6765H;8;2103;625;-1;Unknown;Mobile/Embedded
MediaTek MT6765V/CA;8;1794;613;-1;Unknown;Mobile/Embedded
MediaTek MT6765V/CB;8;1852;596;-1;Unknown;Mobile/Embedded
Mediatek MT6765V/WB;8;1764;596;-1;Unknown;Mobile/Embedded
Mediatek MT6765V/XBA;8;1557;589;-1;Unknown;Mobile/Embedded
Mediatek MT6768;8;2939;1162;-1;Unknown;Mobile/Embedded
Mediatek MT6768G;8;3232;1212;-1;Unknown;Mobile/Embedded
MediaTek MT6768V/CA;8;2309;1052;-1;Unknown;Mobile/Embedded
Mediatek MT6769;8;3113;1147;-1;Unknown;Mobile/Embedded
Mediatek MT6769H;8;2916;1045;-1;Unknown;Mobile/Embedded
MediaTek MT6769T;8;2534;1105;-1;Unknown;Mobile/Embedded
MediaTek MT6769V/CB;8;2415;1122;-1;Unknown;Mobile/Embedded
